Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
GOOSE,1.0,,0,0,85,,0,2915,2915,1144.101,Tubing Pressure,6138.51594047203
GOOSE,2.0,,6.988,0,440,,0,2933,2933,1177.554,Tubing Pressure,4365.0139098593
GOOSE,3.0,,8.282,0,296,,0,2979,2979,1165.605,Tubing Pressure,4375.29905489796
GOOSE,4.0,,8.298,0,200,,0,2933,2933,1158.871,Tubing Pressure,4244.23449070662
GOOSE,5.0,,8.156,0,125,,0,2888,2888,1156.375,Tubing Pressure,4118.61891964255
GOOSE,6.0,,8.571,0,82,,0,2835.115,2835.115,1149.662,Tubing Pressure,4058.72968989716
GOOSE,7.0,,8.09852,0,111.6077408,,0,2745.802,2745.802,1151.439,Tubing Pressure,3952.1759178456
GOOSE,8.0,,7.18011,0,108.7433382,,13.59,2812.214,2812.214,1150.655,Tubing Pressure,3946.86216731482
GOOSE,9.0,,7.60622,0,105.9524501,,13.59,2812.214,2812.214,1140.694,Tubing Pressure,3977.16987148068
GOOSE,10.0,,5.9292,0,103.23319,,13.59,3476.336,3476.336,1179.165,Tubing Pressure,4575.64570686306
GOOSE,11.0,,5.8745,0,100.5837194,,15.855,2626.718,2626.718,1102.845,Tubing Pressure,3644.52227958551
GOOSE,12.0,,8.25173,0,98.00224728,,15.855,2562.595,2562.595,1096.068,Tubing Pressure,3761.26836100824
GOOSE,13.0,,7.27547,0,95.48702839,,15.855,2539.695,2539.695,1082.869,Tubing Pressure,3651.44721322002
GOOSE,14.0,,8.25498,0,93.03636236,,15,2452.672,2452.672,1112.768,Tubing Pressure,3642.86225995319
GOOSE,15.0,,8.01975,0,90.64859246,,15.855,2425.191,2425.191,1119.45,Tubing Pressure,3590.87199086461
GOOSE,16.0,,4.59151,0,88.32210445,,16,2580,2580,1133.382,Tubing Pressure,3501.58225115675
GOOSE,17.0,,7.09534,0,86.05532556,,15.855,2500.763,2500.763,1125.119,Tubing Pressure,3586.32844562613
GOOSE,18.0,,7.29721,0,83.84672334,,13,2464,2464,1083.744,Tubing Pressure,3562.08747329296
GOOSE,19.0,,8.13711,0,81.6948047,,16,2235,2235,1117.577,Tubing Pressure,3397.24473587186
GOOSE,20.0,,7.85495,0,79.59811485,,15.855,2253.435,2253.435,1105.972,Tubing Pressure,3387.57511249392
GOOSE,21.0,,7.72858,0,77.55523637,,15,2223,2223,1083.399,Tubing Pressure,3342.40825655362
GOOSE,22.0,,7.61507,0,75.56478818,,16,2209,2209,1098.475,Tubing Pressure,3315.46369146894
GOOSE,23.0,,8.34487,0,73.62542466,,15.855,1967.176,1967.176,1084.309,Tubing Pressure,3140.69003757262
GOOSE,24.0,,8.32411,0,71.73583473,,15.855,1923.664,1923.664,1106.529,Tubing Pressure,3093.8578673857
GOOSE,25.0,,8.16582,0,69.89474096,,13,1893,1893,1088.647,Tubing Pressure,3045.24630181756
GOOSE,26.0,,8.01085,0,68.1008987,,15,1870,1870,1089.448,Tubing Pressure,3004.53889704669
GOOSE,27.0,,8.02801,0,66.35309524,,15,1811,1811,1100.212,Tubing Pressure,2946.89493881765
GOOSE,28.0,,7.87988,0,64.65014899,,15.855,1788.55,1788.55,1081.846,Tubing Pressure,2907.42442212341
GOOSE,29.0,,7.78159,0,62.99090871,,13,1763,1763,1099.64,Tubing Pressure,2870.29495076902
GOOSE,30.0,,7.6054,0,61.37425269,,13.59,1754.198,1754.198,1088.579,Tubing Pressure,2841.10365052878
GOOSE,31.0,,7.52592,0,59.79908799,,15,1724,1724,1085.574,Tubing Pressure,2800.92620558353
GOOSE,32.0,,7.49507,0,58.26434976,,15.855,1694.656,1694.656,1098.933,Tubing Pressure,2766.18421868499
GOOSE,33.0,,7.41107,0,56.76900044,,14,1676,1676,1086.062,Tubing Pressure,2736.14392777198
GOOSE,34.0,,7.30931,0,55.31202913,,16,1664,1664,1087.076,Tubing Pressure,2710.73803179686
GOOSE,35.0,,7.21189,0,53.89245086,,13,1646,1646,1100.096,Tubing Pressure,2679.43972661302
GOOSE,36.0,,7.12858,0,52.50930594,,13.59,1676.336,1676.336,1109.318,Tubing Pressure,2699.03528474054
GOOSE,37.0,,6.99942,0,51.16165931,,13.59,1635.115,1635.115,1101.682,Tubing Pressure,2640.32933174102
GOOSE,38.0,,6.93087,0,49.8485999,,15.855,1623.664,1623.664,1112.184,Tubing Pressure,2617.89263936086
GOOSE,39.0,,6.86541,0,48.56924005,,13,1607,1607,1085.196,Tubing Pressure,2589.88186927237
GOOSE,40.0,,6.89544,0,47.32271486,,13.59,1550.382,1550.382,1072.508,Tubing Pressure,2527.13757768475
GOOSE,41.0,,6.84003,0,46.10818162,,13.59,1605.344,1605.344,1072.491,Tubing Pressure,2575.33003601509
GOOSE,42.0,,6.77689,0,44.92481927,,13.59,1550.382,1550.382,1077.796,Tubing Pressure,2505.4005748333
GOOSE,43.0,,6.69301,0,43.77182781,,13.59,1541.221,1541.221,1098.96,Tubing Pressure,2482.80041130586
GOOSE,44.0,,6.59513,0,42.64842778,,13.59,1600.763,1600.763,1099.813,Tubing Pressure,2533.05750283491
GOOSE,45.0,,6.52218,0,41.5538597,,13.59,1621.374,1621.374,1076.939,Tubing Pressure,2544.00709786667
GOOSE,46.0,,6.88824,0,40.48738361,,13.59,1376.336,1376.336,1122.619,Tubing Pressure,2311.18831219899
GOOSE,47.0,,6.90035,0,39.44827854,,13.59,1358.015,1358.015,1111.432,Tubing Pressure,2288.34362001871
GOOSE,48.0,,6.75463,0,38.43584201,,15,1362,1362,1134.702,Tubing Pressure,2273.65448247895
GOOSE,49.0,,6.63467,0,37.44938957,,13.59,1341.985,1341.985,1151.42,Tubing Pressure,2236.79326740357
GOOSE,50.0,,6.59206,0,36.48825434,,13,1351,1351,1138.146,Tubing Pressure,2237.31301548083
GOOSE,51.0,,6.62551,0,35.55178656,,13.59,1305.344,1305.344,1098.274,Tubing Pressure,2188.58375495174
GOOSE,52.0,,6.52356,0,34.63935314,,13.59,1314.504,1314.504,1126.255,Tubing Pressure,2183.72692395083
GOOSE,53.0,,6.48354,0,33.75033725,,13.59,1291,1291,1123.389,Tubing Pressure,2151.16973535502
GOOSE,54.0,,6.43192,0,32.88413787,,13,1280,1280,1120.477,Tubing Pressure,2130.49633750641
GOOSE,55.0,,6.39924,0,32.04016942,,15.855,1268.702,1268.702,1125.053,Tubing Pressure,2111.38838983733
GOOSE,56.0,,6.31511,0,31.21786134,,13.59,1270.992,1270.992,1130.173,Tubing Pressure,2101.50326239072
GOOSE,57.0,,6.23871,0,30.41665773,,13,1291,1291,1138.279,Tubing Pressure,2110.8560215235
GOOSE,58.0,,6.17493,0,29.63601693,,13.59,1243.511,1243.511,1151.671,Tubing Pressure,2051.66810971803
GOOSE,59.0,,6.2077,0,28.87541121,,13.59,1232.061,1232.061,1126.748,Tubing Pressure,2038.85056987991
GOOSE,60.0,,6.15059,0,28.13432637,,13,1211,1211,1126.855,Tubing Pressure,2007.87527822263
GOOSE,61.0,,6.09855,0,27.41226141,,13,1213,1213,1126.387,Tubing Pressure,2001.05519203564
GOOSE,62.0,,5.99525,0,26.70872817,,13.59,1330.534,1330.534,1145.835,Tubing Pressure,2110.19053013557
GOOSE,63.0,,6.01257,0,26.02325106,,11.325,1193.13,1193.13,1116.132,Tubing Pressure,1964.91280118915
GOOSE,64.0,,6.00756,0,25.35536665,,13.59,1200,1200,1093.351,Tubing Pressure,1967.70276989094
GOOSE,65.0,,5.86549,0,24.70462344,,13.59,1172.519,1172.519,1128.609,Tubing Pressure,1922.61026900928
GOOSE,66.0,,5.93939,0,19,,13.59,1172.519,1172.519,1075.881,Tubing Pressure,1895.08978751693
GOOSE,67.0,,5.93034,0,19,,13.59,1167.939,1167.939,1060.521,Tubing Pressure,1889.59408050142
GOOSE,68.0,,5.82644,0,19,,13,1188,1188,1084.939,Tubing Pressure,1900.6006883963
GOOSE,69.0,,5.78221,0,19,,13.59,1179.389,1179.389,1091.952,Tubing Pressure,1887.74478520183
GOOSE,70.0,,5.69759,0,19,,13,1183,1183,1111.296,Tubing Pressure,1883.84546221192
GOOSE,71.0,,5.68571,0,19,,11,1183,1183,1121.789,Tubing Pressure,1882.78190281544
GOOSE,72.0,,5.65768,0,19,,13,1179,1179,1112.349,Tubing Pressure,1876.13770040302
GOOSE,73.0,,5.62032,0,19,,13.59,1181.679,1181.679,1095.459,Tubing Pressure,1875.58104948133
GOOSE,74.0,,5.57322,0,19,,13.59,1174.809,1174.809,1083.503,Tubing Pressure,1864.2668834799
GOOSE,75.0,,5.5658,0,19,,13,1156,1156,1087.303,Tubing Pressure,1844.12715384862
GOOSE,76.0,,5.57075,0,19,,13.59,1163.359,1163.359,1087.339,Tubing Pressure,1852.18026460144
GOOSE,77.0,,5.52682,0,19,,13.59,1195.42,1195.42,1096.164,Tubing Pressure,1881.65031731532
GOOSE,78.0,,5.40578,0,19,,13.59,1206.87,1206.87,1135.161,Tubing Pressure,1883.20956451881
GOOSE,79.0,,5.4228,0,19,,11.325,1074.046,1074.046,1108.909,Tubing Pressure,1747.01935131893
GOOSE,80.0,,5.44962,0,19,,13.59,416.794,416.794,1087.183,Tubing Pressure,1189.71839143847
GOOSE,81.0,,5.3763,0,19,,11.325,414.504,414.504,1100.462,Tubing Pressure,1177.65568583654
GOOSE,82.0,,5.36208,0,19,,13.59,400.763,400.763,1086.667,Tubing Pressure,1167.3560422949
GOOSE,83.0,,5.21137,0,19,,13.59,1039.695,1039.695,1138.379,Tubing Pressure,1692.38611606098
GOOSE,84.0,,5.22268,0,19,,13.59,1140.458,1140.458,1124.802,Tubing Pressure,1797.58123944949
GOOSE,85.0,,5.13456,0,19,,13.59,1103.817,1103.817,1143.542,Tubing Pressure,1751.54832269611
GOOSE,86.0,,5.10434,0,19,,13.59,769.466,769.466,1142.625,Tubing Pressure,1418.99306208098
GOOSE,87.0,,4.88041,0,19,,13.59,1165.649,1165.649,1136.105,Tubing Pressure,1795.27249402798
GOOSE,88.0,,5.08563,0,19,,11.325,1229.771,1229.771,1130.585,Tubing Pressure,1880.90779641548
GOOSE,89.0,,5.01621,0,19,,13.59,1218.321,1218.321,1148.145,Tubing Pressure,1862.95422277811
GOOSE,90.0,,4.96391,0,19,,11.325,1181.679,1181.679,1149.577,Tubing Pressure,1819.3236814568
GOOSE,91.0,,5.03838,0,19,,11.325,1156.489,1156.489,1119.179,Tubing Pressure,1798.66636842817
GOOSE,92.0,,5.14846,0,19,,13.59,1122.137,1122.137,1069.048,Tubing Pressure,1771.91082759161
GOOSE,93.0,,5.08576,0,19,,13.59,1147.328,1147.328,1081.506,Tubing Pressure,1792.98766622911
GOOSE,94.0,,4.9664,0,19,,13.59,1183.969,1183.969,1107.286,Tubing Pressure,1821.98257886256
GOOSE,95.0,,5.04139,0,19,,13.59,1135.878,1135.878,1062.328,Tubing Pressure,1777.09561905095
GOOSE,96.0,,4.98229,0,19,,13.59,1147.328,1147.328,1083.61,Tubing Pressure,1784.20397184951
GOOSE,97.0,,4.92455,0,19,,13.59,1174.809,1174.809,1087.513,Tubing Pressure,1808.72258547838
GOOSE,98.0,,4.85173,0,19,,13.59,1129.008,1129.008,1099.239,Tubing Pressure,1753.73534880645
GOOSE,99.0,,4.77155,0,5.8,,13.59,1158.779,1158.779,1114.973,Tubing Pressure,1679.50054533235
GOOSE,100.0,,4.6782,0,5,,13.59,1158.779,1158.779,1139.37,Tubing Pressure,1664.03157924363
GOOSE,101.0,,4.61128,0,16,,13.59,1158.779,1158.779,1148.071,Tubing Pressure,1747.51428598045
GOOSE,102.0,,4.58647,0,16,,13.59,1151.908,1151.908,1141.59,Tubing Pressure,1738.12406073447
GOOSE,103.0,,4.61681,0,16,,13.59,1225.191,1225.191,1139.007,Tubing Pressure,1820.35514460955
GOOSE,104.0,,4.48695,0,16,,13.59,1170.229,1170.229,1158.207,Tubing Pressure,1750.35945069219
GOOSE,105.0,,4.52133,0,16,,13.59,1165.649,1165.649,1149.389,Tubing Pressure,1747.99472729861
GOOSE,106.0,,4.56062,0,16,,13.59,1179.389,1179.389,1128.789,Tubing Pressure,1765.99215630266
GOOSE,107.0,,4.55643,0,16,,13.59,1193.13,1193.13,1124.083,Tubing Pressure,1780.67992101375
GOOSE,108.0,,4.45586,0,16,,13.59,1190.84,1190.84,1155.307,Tubing Pressure,1770.59082740413
GOOSE,109.0,,4.46301,0,16,,13.59,1188.55,1188.55,1141.694,Tubing Pressure,1768.61200720916
GOOSE,110.0,,4.36142,0,16,,13.59,1172.519,1172.519,1166.687,Tubing Pressure,1743.40584193373
GOOSE,111.0,,4.35616,0,16,,13,1186,1186,1164.692,Tubing Pressure,1757.85941991014
GOOSE,112.0,,4.3941,0,16,,13.59,1145.038,1145.038,1139.572,Tubing Pressure,1715.75427036107
GOOSE,113.0,,4.40123,0,3.4,,13.59,1195.42,1195.42,1145.793,Tubing Pressure,1665.13318790766
GOOSE,114.0,,4.28608,0,16,,13.59,1170.229,1170.229,1165.079,Tubing Pressure,1735.30237548949
GOOSE,115.0,,4.34182,0,16,,13.59,1179.389,1179.389,1145.092,Tubing Pressure,1749.51371153063
GOOSE,116.0,,4.28122,0,16,,15.855,1177.099,1177.099,1159.467,Tubing Pressure,1742.52910719637
GOOSE,117.0,,4.24831,0,16,,15,1227,1227,1163.539,Tubing Pressure,1795.5653008024
GOOSE,118.0,,4.18578,0,16,,13,1193,1193,1172.878,Tubing Pressure,1753.27005827296
GOOSE,119.0,,4.26751,0,14,,11.325,1202.29,1202.29,1149.478,Tubing Pressure,1756.44438805232
GOOSE,120.0,,4.18947,0,14,,11.325,1200,1200,1165.579,Tubing Pressure,1748.4043877569
GOOSE,121.0,,4.13086,0,14,,13.59,1213.74,1213.74,1180.292,Tubing Pressure,1759.67574500188
GOOSE,122.0,,4.12556,0,14,,13.59,1188.55,1188.55,1162.443,Tubing Pressure,1731.1962493039
GOOSE,123.0,,4.15807,0,14,,13.59,1140.458,1140.458,1157.38,Tubing Pressure,1680.1927016794
GOOSE,124.0,,4.04744,0,14,,13.59,1200,1200,1150.014,Tubing Pressure,1738.61261253149
GOOSE,125.0,,3.76435,0,14,,13.59,1202.29,1202.29,1232.926,Tubing Pressure,1722.58796180957
GOOSE,126.0,,4.06795,0,14,,15.855,1209.16,1209.16,1168.818,Tubing Pressure,1750.26507746482
GOOSE,127.0,,4.08018,0,14,,15.855,1206.87,1206.87,1161.426,Tubing Pressure,1748.53088782201
GOOSE,128.0,,3.99461,0,14,,11.325,1229.771,1229.771,1182.516,Tubing Pressure,1768.537987221
GOOSE,129.0,,4.01025,0,14,,11.325,1183.969,1183.969,1163.342,Tubing Pressure,1718.13533205064
GOOSE,130.0,,4.09848,0,14,,13,1190,1190,1150.655,Tubing Pressure,1730.93344280924
GOOSE,131.0,,3.96153,0,14,,13.59,1138.168,1138.168,1138.516,Tubing Pressure,1663.65272969764
GOOSE,132.0,,4.1501,0,14,,15.855,1167.939,1167.939,1121.821,Tubing Pressure,1710.01421495137
GOOSE,133.0,,4.10309,0,14,,13.59,1158.779,1158.779,1130.126,Tubing Pressure,1696.5187687884
GOOSE,134.0,,4.09694,0,14,,13.59,1145.038,1145.038,1124.355,Tubing Pressure,1680.85026596624
GOOSE,135.0,,4.00352,0,11.9,,15.855,1197.71,1197.71,1144.791,Tubing Pressure,1718.79588000301
GOOSE,136.0,,3.89477,0,11.9,,18.12,1195.42,1195.42,1162.067,Tubing Pressure,1709.08818097123
GOOSE,137.0,,3.98156,0,11.9,,13,1147,1147,1127.285,Tubing Pressure,1660.6743284621
GOOSE,138.0,,4.02534,0,11.9,,13.59,1170.229,1170.229,1120.011,Tubing Pressure,1689.54182197864
GOOSE,139.0,,3.81743,0,11.9,,15.855,1177.099,1177.099,1172.356,Tubing Pressure,1683.44911176605
GOOSE,140.0,,4.50359,0,11.9,,15.855,1167.939,1167.939,1122.191,Tubing Pressure,1721.22367984619
GOOSE,141.0,,3.85075,0,11.9,,15.855,1209.16,1209.16,1155.687,Tubing Pressure,1721.76474015191
GOOSE,142.0,,3.75902,0,11.9,,15.855,1183.969,1183.969,1161.945,Tubing Pressure,1687.47154853241
GOOSE,143.0,,3.86371,0,11.9,,18.12,1163.359,1163.359,1130.003,Tubing Pressure,1671.02035283149
GOOSE,144.0,,3.8418,0,11.9,,15.855,1174.809,1174.809,1136.507,Tubing Pressure,1682.44987447145
GOOSE,145.0,,3.81034,0,11.9,,18,1165,1165,1130.235,Tubing Pressure,1669.36711261828
GOOSE,146.0,,3.69753,0,11.9,,13,1193,1193,1158.175,Tubing Pressure,1693.86044145373
GOOSE,147.0,,3.66679,0,11.9,,13.59,1174.809,1174.809,1152.83,Tubing Pressure,1671.3130982936
GOOSE,148.0,,3.66935,0,11.9,,18.12,1163.359,1163.359,1141.981,Tubing Pressure,1658.49932887177
GOOSE,149.0,,3.73446,0,11.9,,15.855,1179.389,1179.389,1137.94,Tubing Pressure,1680.73956537747
GOOSE,150.0,,3.75556,0,11.9,,13.59,1172.519,1172.519,1127.062,Tubing Pressure,1674.31304501529
GOOSE,151.0,,3.75556,0,11.9,,11.325,1149.618,1149.618,1126.324,Tubing Pressure,1648.49843421872
GOOSE,152.0,,3.76426,0,11.9,,13.59,1124.427,1124.427,1113.129,Tubing Pressure,1620.78633644833
GOOSE,153.0,,3.81657,0,11.9,,13,1096,1096,1100.002,Tubing Pressure,1592.59852841932
GOOSE,154.0,,3.82394,0,11.9,,20.385,1174.809,1174.809,1092.378,Tubing Pressure,1681.29055872448
GOOSE,155.0,,3.55159,0,11.9,,15.855,1170.229,1170.229,1157.196,Tubing Pressure,1659.04496802723
GOOSE,156.0,,3.54079,0,11.9,,13.59,1195.42,1195.42,1150.342,Tubing Pressure,1687.15384404699
GOOSE,157.0,,3.47019,0,11.9,,15.855,1206.87,1206.87,1168.361,Tubing Pressure,1696.18066899249
GOOSE,158.0,,3.43518,0,11.9,,18.12,1188.55,1188.55,1173.669,Tubing Pressure,1673.14163390261
GOOSE,159.0,,3.60287,0,11.9,,24.915,1170.229,1170.229,1132.307,Tubing Pressure,1662.16606160792
GOOSE,160.0,,3.59431,0,11.9,,22.65,1170.229,1170.229,1138.117,Tubing Pressure,1661.64184163605
GOOSE,161.0,,3.50287,0,11.9,,15.855,1174.809,1174.809,1157.5,Tubing Pressure,1661.35393168096
GOOSE,162.0,,3.53508,0,11.9,,13.59,1170.229,1170.229,1140.846,Tubing Pressure,1658.0500714566
GOOSE,163.0,,3.56722,0,11.9,,13.59,1170.229,1170.229,1131.585,Tubing Pressure,1659.99133238954
GOOSE,164.0,,3.49005,0,11.9,,15.855,1174.809,1174.809,1150.936,Tubing Pressure,1660.59530536141
GOOSE,165.0,,3.48725,0,11.9,,18.12,1163.359,1163.359,1143.936,Tubing Pressure,1647.3502357967
GOOSE,166.0,,3.46564,0,11.9,,15.855,1174.809,1174.809,1149.933,Tubing Pressure,1659.15922778597
GOOSE,167.0,,3.45009,0,11.9,,18.12,1259.542,1259.542,1147.675,Tubing Pressure,1755.77296529143
GOOSE,168.0,,3.2901,0,11.9,,24.915,1181.679,1181.679,1185.221,Tubing Pressure,1657.09365096894
GOOSE,169.0,,3.43653,0,11.9,,27.18,1170.229,1170.229,1150.828,Tubing Pressure,1652.21505180073
GOOSE,170.0,,3.48837,0,11.9,,27.18,1174.809,1174.809,1132.137,Tubing Pressure,1660.49611504644
GOOSE,171.0,,3.57557,0,11.9,,22.65,1158.779,1158.779,1109.692,Tubing Pressure,1647.4789271007
GOOSE,172.0,,3.53531,0,11.9,,18.12,1172.519,1172.519,1122.26,Tubing Pressure,1660.67503664012
GOOSE,173.0,,3.46729,0,11.9,,15,1119,1119,1125.443,Tubing Pressure,1595.64003190642
GOOSE,174.0,,3.51435,0,11.9,,18.12,1133.588,1133.588,1111.749,Tubing Pressure,1615.10132600269
GOOSE,175.0,,3.50413,0,11.9,,15.855,1156.489,1156.489,1115.475,Tubing Pressure,1640.52652895096
GOOSE,176.0,,3.45145,0,11.9,,18,1145,1145,1121.445,Tubing Pressure,1624.26468230093
GOOSE,177.0,,3.40943,0,11.9,,13.59,1131.298,1131.298,1123.136,Tubing Pressure,1606.12311887021
GOOSE,178.0,,3.49379,0,11.9,,20.385,1138.168,1138.168,1100.845,Tubing Pressure,1619.04404535587
GOOSE,179.0,,3.42082,0,11.9,,16,1131,1131,1121.538,Tubing Pressure,1606.46588817065
GOOSE,180.0,,3.43407,0,11.9,,20.385,1117.557,1117.557,1103.092,Tubing Pressure,1591.96447347715
GOOSE,181.0,,3.43858,0,11.9,,18.12,1124.427,1124.427,1104.978,Tubing Pressure,1600.05277229596
GOOSE,182.0,,3.4251,0,11.9,,15.855,1135.878,1135.878,1102.05,Tubing Pressure,1612.28402280181
GOOSE,183.0,,3.37923,0,11.9,,18,1110,1110,1112.662,Tubing Pressure,1580.03755106273
GOOSE,184.0,,3.44953,0,0,,20.385,1145.038,1145.038,1088.239,Tubing Pressure,1479.60605129717
GOOSE,185.0,,3.35476,0,11.9,,15.855,1133.588,1133.588,1110.026,Tubing Pressure,1605.50123265033
GOOSE,186.0,,3.10229,0,0.2,,22.65,1284.733,1284.733,1082.233,Tubing Pressure,1618.66980924503
GOOSE,187.0,,3.38355,0,0.2,,20.385,1151.908,1151.908,1107.025,Tubing Pressure,1484.0528208985
GOOSE,188.0,,3.2423,0,0.2,,18.12,1158.779,1158.779,1128.229,Tubing Pressure,1483.21518283347
GOOSE,189.0,,3.16807,0,0.2,,20.385,1154.198,1154.198,1136.969,Tubing Pressure,1473.94665822666
GOOSE,190.0,,3.23339,0,0.2,,22.65,1147.328,1147.328,1121.705,Tubing Pressure,1469.91477257232
GOOSE,191.0,,3.22732,0,0.2,,24.915,1167.939,1167.939,1125.796,Tubing Pressure,1492.49698744569
GOOSE,192.0,,3.22081,0,0.2,,24.915,1129.008,1129.008,1120.417,Tubing Pressure,1448.77423904784
GOOSE,193.0,,3.35094,0,0.2,,27.18,1117.557,1117.557,1090.323,Tubing Pressure,1443.87583776461
GOOSE,194.0,,3.27097,0,0.2,,24.915,1181.679,1181.679,1120.264,Tubing Pressure,1510.52634805968
GOOSE,195.0,,3.10042,0,0.2,,20.385,1167.939,1167.939,1141.461,Tubing Pressure,1485.27476023106
GOOSE,196.0,,2.96318,0,0.2,,27.18,1465.649,1465.649,1122.33,Tubing Pressure,1823.4499435256
GOOSE,197.0,,2.69941,0,2.4,,18,1129,1129,1122.342,Tubing Pressure,1486.45697965278
GOOSE,198.0,,3.19898,0,2.3,,18.12,1174.809,1174.809,1141.821,Tubing Pressure,1558.38386433055
GOOSE,199.0,,3.01679,0,2.3,,24.915,1186.26,1186.26,1157.56,Tubing Pressure,1563.86488018199
GOOSE,200.0,,3.04365,0,2.3,,18.12,1161.069,1161.069,1146.828,Tubing Pressure,1535.73225056953
GOOSE,201.0,,3.07952,0,2.3,,22.65,1167.939,1167.939,1141.726,Tubing Pressure,1545.20775941128
GOOSE,202.0,,3.01002,0,2.3,,22.65,1124.427,1124.427,1157.827,Tubing Pressure,1491.91376209775
GOOSE,203.0,,3.25908,0,0,,24.915,1145.038,1145.038,1106.269,Tubing Pressure,1466.92511065401
GOOSE,204.0,,3.22397,0,0,,27.18,1154.198,1154.198,1108.048,Tubing Pressure,1474.82163014185
GOOSE,205.0,,3.20274,0,2.3,,27.18,1135.878,1135.878,1107.289,Tubing Pressure,1513.81336264994
GOOSE,206.0,,3.20284,0,2.3,,27.18,1117.557,1117.557,1100.969,Tubing Pressure,1492.84434315051
GOOSE,207.0,,3.22461,0,0.1,,24.915,1131.298,1131.298,1101.389,Tubing Pressure,1449.46885947644
GOOSE,208.0,,2.6848,0,6,,20.385,1344.275,1344.275,1114.688,Tubing Pressure,1778.2885674857
GOOSE,209.0,,1.92495,0,6,,22.65,1186.26,1186.26,1119.248,Tubing Pressure,1573.38331779463
GOOSE,210.0,,3.41721,0,6,,22.65,1142.748,1142.748,1142.986,Tubing Pressure,1574.04977029971
GOOSE,211.0,,3.05953,0,6,,22.65,1142.748,1142.748,1131.19,Tubing Pressure,1555.55565559466
GOOSE,212.0,,3.02915,0,6,,18.12,1165.649,1165.649,1122.944,Tubing Pressure,1580.68738825043
GOOSE,213.0,,3.1036,0,6,,27.18,1142.748,1142.748,1102.321,Tubing Pressure,1557.68701727727
GOOSE,214.0,,3.11189,0,6,,29.445,1145.038,1145.038,1104.438,Tubing Pressure,1560.73750316975
GOOSE,215.0,,3.10164,0,6,,27.18,1115.267,1115.267,1098.979,Tubing Pressure,1525.89728909019
GOOSE,216.0,,3.1184,0,6,,29.445,1167.939,1167.939,1103.35,Tubing Pressure,1587.53645797279
GOOSE,217.0,,2.96441,0,6,,29.445,1163.359,1163.359,1128.912,Tubing Pressure,1575.08885325048
GOOSE,218.0,,2.9503,0,6,,31.71,1156.489,1156.489,1125.284,Tubing Pressure,1566.45746695032
GOOSE,219.0,,2.89968,0,6,,22.65,1161.069,1161.069,1138.144,Tubing Pressure,1569.576955111
GOOSE,220.0,,2.98417,0,6,,22.65,1131.298,1131.298,1109.023,Tubing Pressure,1538.7266052959
GOOSE,221.0,,2.99103,0,6,,22.65,1131.298,1131.298,1117.448,Tubing Pressure,1539.04753306906
GOOSE,222.0,,2.94072,0,6,,22.65,1147.328,1147.328,1125.414,Tubing Pressure,1555.36244508713
GOOSE,223.0,,2.89621,0,6,,18.12,1156.489,1156.489,1126.54,Tubing Pressure,1564.07962110382
GOOSE,224.0,,2.91177,0,6,,18.12,1140.458,1140.458,1119.981,Tubing Pressure,1546.07069787255
GOOSE,225.0,,2.89982,0,6,,18.12,1163.359,1163.359,1130.372,Tubing Pressure,1572.25739942167
GOOSE,226.0,,2.78127,0,6,,20.385,1183.969,1183.969,1140.286,Tubing Pressure,1591.54830929604
GOOSE,227.0,,2.81099,0,6,,18.12,1151.908,1151.908,1142.068,Tubing Pressure,1555.11619803472
GOOSE,228.0,,2.8967,0,5,,20.385,1122.137,1122.137,1118.359,Tubing Pressure,1514.99879156526
GOOSE,229.0,,3.0082,0,5,,18.12,1158.779,1158.779,1096.051,Tubing Pressure,1562.53579404479
GOOSE,230.0,,2.76713,0,5,,20.385,1174.809,1174.809,1152.376,Tubing Pressure,1571.24948137044
GOOSE,231.0,,2.71754,0,5,,18.12,1186.26,1186.26,1152.245,Tubing Pressure,1582.88526417814
GOOSE,232.0,,2.74748,0,5,,20.385,1163.359,1163.359,1139.163,Tubing Pressure,1557.04701701293
GOOSE,233.0,,2.75918,0,5,,20.385,1174.809,1174.809,1145.743,Tubing Pressure,1570.94760355724
GOOSE,234.0,,2.75685,0,5,,18.12,1181.679,1181.679,1140.217,Tubing Pressure,1578.93876569541
GOOSE,235.0,,2.70203,0,5,,20.385,1163.359,1163.359,1153.585,Tubing Pressure,1555.34382462114
GOOSE,236.0,,2.8354,0,5,,20.385,1151.908,1151.908,1121.67,Tubing Pressure,1547.10282620635
GOOSE,237.0,,2.78475,0,5,,18.12,1138.168,1138.168,1143.803,Tubing Pressure,1528.97124203741
GOOSE,238.0,,2.82112,0,5,,18.12,1129.008,1129.008,1117.35,Tubing Pressure,1519.75923293398
GOOSE,239.0,,2.82876,0,5,,20.385,1149.618,1149.618,1126.749,Tubing Pressure,1544.15318048442
GOOSE,240.0,,2.62915,0,5,,20.385,1195.42,1195.42,1171.16,Tubing Pressure,1590.63627640954
GOOSE,241.0,,2.60154,0,5,,22.65,1186.26,1186.26,1158.038,Tubing Pressure,1578.87921378282
