Lease,Time (Days),Choke Size,Gas Volume (MMscf),Oil Volume (stb),Water Volume  (stb),Gas Lift Inj Volume  (MMscf),Casing Pressure  (psi(a)),Tubing Pressure  (psi(a)),Active Pressure  (psi(a)),Line Pressure  (psi(a)),Pressure Source ,Calculated Sandface Pressure  (psi(a))
GOOSE,1298.0,,1.09755,0,0.1,,21.552,999.151,999.151,983.195,Tubing Pressure,1225.26872406596
GOOSE,1299.0,,1.12848,0,0.1,,22.226,981.64,981.64,972.167,Tubing Pressure,1200.23489815177
GOOSE,1300.0,,0.95999,0,0.1,,21.531,959,959,963.254,Tubing Pressure,1185.82247213285
GOOSE,1301.0,,1.31832,0,0.1,,21.659,954.363,954.363,950.671,Tubing Pressure,1161.43017889129
GOOSE,1302.0,,1.1021,0,0.1,,21.552,969.239,969.239,966.024,Tubing Pressure,1187.27027808172
GOOSE,1303.0,,1.0328,0,0.1,,21.216,979.956,979.956,975.251,Tubing Pressure,1206.38082421425
GOOSE,1304.0,,1.05712,0,0.1,,21.552,972.884,972.884,975.315,Tubing Pressure,1193.90397050385
GOOSE,1305.0,,0.87194,0,0.1,,19.532,1005.886,1005.886,993.335,Tubing Pressure,1257.5837545558
GOOSE,1306.0,,0.83263,0,0.1,,20.542,990.942,990.942,1002.358,Tubing Pressure,1245.60381115474
GOOSE,1307.0,,0.91681,0,0.1,,21.552,991.406,991.406,992.606,Tubing Pressure,1232.05007305286
GOOSE,1308.0,,0.88879,0,0.1,,21.889,990.776,990.776,984.327,Tubing Pressure,1236.25775502831
GOOSE,1309.0,,0.87506,0,0.1,,21.889,973.9,973.9,973.941,Tubing Pressure,1216.28821183399
GOOSE,1310.0,,0.16583,0,0.1,,21.216,1120.72,1120.72,972.581,Tubing Pressure,1849.70190179261
GOOSE,1311.0,,1.43156,0,0.1,,21.889,967.833,967.833,963.238,Tubing Pressure,1175.89589065171
GOOSE,1312.0,,1.25353,0,0.1,,20.205,1003.529,1003.529,967.018,Tubing Pressure,1221.9773383507
GOOSE,1313.0,,1.03564,0,0.1,,20.879,989.007,989.007,994.788,Tubing Pressure,1217.29017452889
GOOSE,1314.0,,1.04145,0,0.1,,20.542,1002.182,1002.182,991.579,Tubing Pressure,1233.1485071161
GOOSE,1315.0,,0.91338,0,0.1,,21.552,1005.213,1005.213,1003.431,Tubing Pressure,1250.90313658738
GOOSE,1316.0,,1.07631,0,0.1,,20.879,971.072,971.072,982.317,Tubing Pressure,1191.56337877775
GOOSE,1317.0,,1.06692,0,0.1,,20.9,959.566,959.566,957.883,Tubing Pressure,1177.76649962786
GOOSE,1318.0,,1.03067,0,0.1,,21.231,984.493,984.493,964.07,Tubing Pressure,1211.90647543677
GOOSE,1319.0,,0.80545,0,0.1,,21.889,1003.545,1003.545,999.775,Tubing Pressure,1267.25674913412
GOOSE,1320.0,,0.88246,0,0.1,,21.889,995.784,995.784,994.427,Tubing Pressure,1242.71437513471
GOOSE,1321.0,,0.86126,0,0.1,,21.216,904.159,904.159,978.432,Tubing Pressure,1129.79093384375
GOOSE,1322.0,,0.84054,0,0.1,,21.552,1019.357,1019.357,957.182,Tubing Pressure,1280.04086361245
GOOSE,1323.0,,0.67454,0,0.1,,20.879,1019.742,1019.742,1019.74,Tubing Pressure,1322.84982986636
GOOSE,1324.0,,0.35386,0,0.1,,21.552,1025.16,1025.16,1018.544,Tubing Pressure,1511.05076966108
GOOSE,1325.0,,0.7656,0,0.1,,21.552,1016.999,1016.999,1018.352,Tubing Pressure,1293.94217381827
GOOSE,1326.0,,0.7704,0,0.1,,19.874,1018.346,1018.346,1020.177,Tubing Pressure,1292.94060265487
GOOSE,1327.0,,0.80957,0,0.1,,20.459,993.438,993.438,1007.613,Tubing Pressure,1252.38521495627
GOOSE,1328.0,,1.07547,0,0.1,,20.542,995.961,995.961,967.306,Tubing Pressure,1221.58806004429
GOOSE,1329.0,,0.96785,0,0.1,,20.879,1024.408,1024.408,1016.447,Tubing Pressure,1268.64162259077
GOOSE,1330.0,,1.28556,0,0.1,,21.371,969.854,969.854,971.26,Tubing Pressure,1180.72323550663
GOOSE,1331.0,,1.28669,0,0.1,,20.879,963.113,963.113,965.301,Tubing Pressure,1172.73604242781
GOOSE,1332.0,,1.28977,0,0.1,,20.581,957.731,957.731,955.513,Tubing Pressure,1164.81369406953
GOOSE,1333.0,,0.7705,0,0.1,,20.6,965.313,965.313,952.464,Tubing Pressure,1225.11543196069
GOOSE,1334.0,,1.26145,0,0.1,,21.552,966.486,966.486,964.66,Tubing Pressure,1176.29506379955
GOOSE,1335.0,,1.26752,0,0.1,,21.618,948.975,948.975,952.246,Tubing Pressure,1155.5968426134
GOOSE,1336.0,,1.28953,0,0.1,,19.869,946.612,946.612,943.521,Tubing Pressure,1151.62959989388
GOOSE,1337.0,,1.20737,0,0.1,,21.552,959.414,959.414,949.916,Tubing Pressure,1170.47898515843
GOOSE,1338.0,,1.2467,0,0.1,,20.887,951.332,951.332,943.165,Tubing Pressure,1158.0292011792
GOOSE,1339.0,,1.2416,0,0.1,,21.889,950.067,950.067,938.095,Tubing Pressure,1156.43919032938
GOOSE,1340.0,,1.10247,0,0.1,,21.216,950.622,950.622,945.804,Tubing Pressure,1162.98104997903
GOOSE,1341.0,,1.03025,0,0.1,,22.221,948.975,948.975,947.065,Tubing Pressure,1167.38616819158
GOOSE,1342.0,,1.0209,0,0.1,,20.567,955.865,955.865,943.74,Tubing Pressure,1175.83342792221
GOOSE,1343.0,,1.05945,0,0.1,,20.363,935.557,935.557,941.308,Tubing Pressure,1148.90474906335
GOOSE,1344.0,,1.00055,0,0.1,,20.879,945.27,945.27,942.605,Tubing Pressure,1164.95326186934
GOOSE,1345.0,,0.92483,0,0.1,,20.542,953.353,953.353,950.149,Tubing Pressure,1183.530716572
GOOSE,1346.0,,0.93233,0,0.1,,20.542,946.281,946.281,939.247,Tubing Pressure,1172.90801807527
GOOSE,1347.0,,0.82856,0,0.1,,20.542,945.27,945.27,945.468,Tubing Pressure,1187.72387418557
GOOSE,1348.0,,0.79462,0,0.1,,20.291,947.606,947.606,945.236,Tubing Pressure,1197.02878290171
GOOSE,1349.0,,0.76002,0,0.1,,20.879,970.427,970.427,950.254,Tubing Pressure,1234.58303177931
GOOSE,1350.0,,0.83124,0,0.1,,20.879,965.993,965.993,948.059,Tubing Pressure,1213.01358835081
GOOSE,1351.0,,1.05601,0,0.1,,21.216,941.566,941.566,947.761,Tubing Pressure,1156.16515276722
GOOSE,1352.0,,1.09895,0,0.1,,20.662,934.604,934.604,930.797,Tubing Pressure,1143.76425172695
GOOSE,1353.0,,1.12926,0,0.1,,21.552,931.127,931.127,911.03,Tubing Pressure,1137.82546007693
GOOSE,1354.0,,0.93036,0,0.1,,20.879,958.66,958.66,950.949,Tubing Pressure,1189.79921780436
GOOSE,1355.0,,0.97707,0,0.1,,21.216,915.973,915.973,930.792,Tubing Pressure,1129.94574297489
GOOSE,1356.0,,0.99434,0,0.1,,20.205,926.076,926.076,916.499,Tubing Pressure,1141.8506445443
GOOSE,1357.0,,0.81271,0,0.1,,20.542,971.201,971.201,916.499,Tubing Pressure,1222.69775798635
GOOSE,1358.0,,0.71115,0,0.1,,20.429,986.999,986.999,979.473,Tubing Pressure,1267.27636826284
GOOSE,1359.0,,0.44321,0,0.1,,19.869,967.833,967.833,983.775,Tubing Pressure,1379.24654418232
GOOSE,1360.0,,0.90893,0,0.1,,20.542,999.82,999.82,967.877,Tubing Pressure,1244.50662884032
GOOSE,1361.0,,1.1147,0,0.1,,20.7,974.484,974.484,977.522,Tubing Pressure,1193.5469319546
GOOSE,1362.0,,1.08303,0,0.1,,20.852,1012.285,1012.285,974.44,Tubing Pressure,1241.2297229724
GOOSE,1363.0,,1.06994,0,0.1,,21.022,972.884,972.884,980.566,Tubing Pressure,1193.79600356025
GOOSE,1364.0,,1.06732,0,0.1,,21.216,962.767,962.767,971.554,Tubing Pressure,1181.62094422254
GOOSE,1365.0,,1.02928,0,0.1,,21.552,986.294,986.294,974.24,Tubing Pressure,1214.10961571025
GOOSE,1366.0,,1.09514,0,0.1,,19.869,960.088,960.088,931.302,Tubing Pressure,1176.28579149908
GOOSE,1367.0,,1.18933,0,0.1,,20.879,966.486,966.486,923.958,Tubing Pressure,1178.73913819127
GOOSE,1368.0,,1.14137,0,0.1,,20.542,950.999,950.999,947.257,Tubing Pressure,1161.66627643058
GOOSE,1369.0,,1.00614,0,0,,20.917,978.946,978.946,957.984,Tubing Pressure,1168.21713947527
GOOSE,1370.0,,0.64014,0,0,,20,977,977,937.215,Tubing Pressure,1157.74433549828
GOOSE,1371.0,,1.16503,0,0,,21.216,1004.905,1004.905,932.682,Tubing Pressure,1203.49733962152
GOOSE,1372.0,,1.16418,0,0,,20.205,965.147,965.147,974.376,Tubing Pressure,1156.45501436675
GOOSE,1373.0,,1.16112,0,0,,19.869,947.088,947.088,955.655,Tubing Pressure,1135.04603783069
GOOSE,1374.0,,1.07347,0,0,,20.809,1017.336,1017.336,971.955,Tubing Pressure,1215.62652876607
GOOSE,1375.0,,0.98236,0,0,,20.879,1003.192,1003.192,989.09,Tubing Pressure,1196.40650749172
GOOSE,1376.0,,1.14222,0,0,,20.547,958.121,958.121,971.763,Tubing Pressure,1147.47702086528
GOOSE,1377.0,,1.16375,0,0,,19.869,973.221,973.221,952.833,Tubing Pressure,1165.97922845818
GOOSE,1378.0,,1.08266,0,0,,20.542,970.147,970.147,965.132,Tubing Pressure,1159.91834068525
GOOSE,1379.0,,0.94567,0,0,,20.205,0,0,960.217,Tubing Pressure,
GOOSE,1380.0,,0,0,0,,18,1056,1056,981.388,Tubing Pressure,1246.90668383243
GOOSE,1381.0,,1.19187,0,0,,19.532,1005.469,1005.469,975.634,Tubing Pressure,1204.97389905141
GOOSE,1382.0,,1.01998,0,0,,19.869,1012.285,1012.285,1010.022,Tubing Pressure,1208.19329770079
GOOSE,1383.0,,1.03276,0,0,,19.908,1016.716,1016.716,1008.23,Tubing Pressure,1213.79764677445
GOOSE,1384.0,,0.99144,0,0,,20.701,999.825,999.825,1008.648,Tubing Pressure,1192.63554445252
GOOSE,1385.0,,1.10735,0,0,,20.205,1018.01,1018.01,986.427,Tubing Pressure,1217.36474602759
GOOSE,1386.0,,0.96458,0,0,,19.817,1002.856,1002.856,1006.388,Tubing Pressure,1195.55654836785
GOOSE,1387.0,,1.04005,0,0,,19.532,971.874,971.874,995.567,Tubing Pressure,1160.75417315731
GOOSE,1388.0,,0.98825,0,0,,19.532,971.874,971.874,991.64,Tubing Pressure,1159.34468815901
GOOSE,1389.0,,0.85587,0,0,,19.532,1017.616,1017.616,1011.173,Tubing Pressure,1210.58110022004
GOOSE,1390.0,,0.92788,0,0,,20.205,1001.109,1001.109,1006.821,Tubing Pressure,1192.57070145533
GOOSE,1391.0,,0.95955,0,0,,20.205,979.956,979.956,1001.291,Tubing Pressure,1168.19554641758
GOOSE,1392.0,,1.57766,0,0,,20.542,921.403,921.403,877.13,Tubing Pressure,1120.57717298265
GOOSE,1393.0,,1.0429,0,0,,20.741,943.92,943.92,957.797,Tubing Pressure,1127.72667519361
GOOSE,1394.0,,1.56476,0,0,,19.847,896.108,896.108,877.911,Tubing Pressure,1090.73009083965
GOOSE,1395.0,,1.34965,0,0,,20.205,949.946,949.946,911.012,Tubing Pressure,1144.81411362874
GOOSE,1396.0,,0.81617,0,0,,19.532,1006.201,1006.201,968.674,Tubing Pressure,1196.0890555122
GOOSE,1397.0,,0.85861,0,0,,19.532,970.19,970.19,981.409,Tubing Pressure,1154.10465594485
GOOSE,1398.0,,0.91442,0,0,,19.869,957.394,957.394,976.556,Tubing Pressure,1140.23872508652
GOOSE,1399.0,,0.92725,0,0,,20.022,979.6,979.6,974.073,Tubing Pressure,1166.95732968414
GOOSE,1400.0,,0.90034,0,0,,19.532,975.578,975.578,976.552,Tubing Pressure,1161.51188107276
GOOSE,1401.0,,0.90841,0,0,,19.532,957.077,957.077,976.345,Tubing Pressure,1139.71141710097
GOOSE,1402.0,,0.96896,0,0,,19.869,972.216,972.216,960.517,Tubing Pressure,1159.24298648232
GOOSE,1403.0,,0.87724,0,0,,20.205,969.854,969.854,971.386,Tubing Pressure,1154.14466811107
GOOSE,1404.0,,0.76538,0,0,,20.012,967.833,967.833,978.282,Tubing Pressure,1149.22321065056
GOOSE,1405.0,,1.02162,0,0,,20.532,898.516,898.516,929.204,Tubing Pressure,1073.44957104805
GOOSE,1406.0,,0.85156,0,0,,20.205,950.995,950.995,951.459,Tubing Pressure,1131.09609727771
GOOSE,1407.0,,1.42547,0,0,,19.869,879.94,879.94,851.611,Tubing Pressure,1066.05001698779
GOOSE,1408.0,,0.81597,0,0,,19.822,982.987,982.987,957.669,Tubing Pressure,1168.38574989486
GOOSE,1409.0,,0.97725,0,0,,19.195,982.187,982.187,981.555,Tubing Pressure,1171.30355971763
GOOSE,1410.0,,0.9866,0,0,,18.858,972.548,972.548,977.154,Tubing Pressure,1160.10103044772
GOOSE,1411.0,,0.96249,0,0,,19.532,977.47,977.47,976.058,Tubing Pressure,1165.3168023627
GOOSE,1412.0,,0.97946,0,0,,19.195,956.72,956.72,971.509,Tubing Pressure,1141.12755598686
GOOSE,1413.0,,1.12948,0,0,,19.195,942.304,942.304,941.167,Tubing Pressure,1128.40913779993
GOOSE,1414.0,,0.96147,0,0,,19.074,955.373,955.373,954.794,Tubing Pressure,1139.05099347661
GOOSE,1415.0,,0.91557,0,0,,18.522,949.985,949.985,958.761,Tubing Pressure,1131.46665359603
GOOSE,1416.0,,1.04499,0,0,,18.858,933.484,933.484,911.132,Tubing Pressure,1115.44402241657
GOOSE,1417.0,,0.78995,0,0,,19.532,962.323,962.323,964.565,Tubing Pressure,1143.18097887461
GOOSE,1418.0,,0.29518,0,0,,19.308,933.211,933.211,957.466,Tubing Pressure,1100.6118695961
GOOSE,1419.0,,1.59335,0,0,,19.209,887.349,887.349,901.114,Tubing Pressure,1081.88959660415
GOOSE,1420.0,,0.67602,0,0,,19.532,971.61,971.61,948.593,Tubing Pressure,1151.95405202253
GOOSE,1421.0,,1.04441,0,0,,19.869,954.7,954.7,979.483,Tubing Pressure,1140.5295024622
GOOSE,1422.0,,1.38361,0,0,,19.532,937.525,937.525,923.304,Tubing Pressure,1131.52095109193
GOOSE,1423.0,,1.04895,0,0,,19.495,965.813,965.813,952.28,Tubing Pressure,1153.82067693505
GOOSE,1424.0,,0.81367,0,0,,19.869,999.825,999.825,982.122,Tubing Pressure,1188.42402654756
GOOSE,1425.0,,1.07452,0,0,,19.869,951.669,951.669,958.665,Tubing Pressure,1137.81356376188
GOOSE,1426.0,,1.29154,0,0,,19.532,891.779,891.779,910.806,Tubing Pressure,1074.58533450257
GOOSE,1427.0,,1.12709,0,0,,19.532,887.864,887.864,895.644,Tubing Pressure,1064.21785338166
GOOSE,1428.0,,1.57455,0,0,,19.869,856.889,856.889,852.455,Tubing Pressure,1045.9404678116
GOOSE,1429.0,,1.60956,0,0,,19.195,855.02,855.02,853.889,Tubing Pressure,1045.43451256168
GOOSE,1430.0,,1.55314,0,0,,19.515,852.663,852.663,860.878,Tubing Pressure,1040.08912708368
GOOSE,1431.0,,1.55191,0,0,,19.869,855.198,855.198,847.615,Tubing Pressure,1042.95025842917
GOOSE,1432.0,,1.50768,0,0,,18.189,854.899,854.899,853.597,Tubing Pressure,1040.60187747323
GOOSE,1433.0,,1.42434,0,0,,19.202,937.915,937.915,855.036,Tubing Pressure,1133.52871068809
GOOSE,1434.0,,0.98259,0,0,,19.869,902.84,902.84,914.177,Tubing Pressure,1077.41631696263
GOOSE,1435.0,,0.97324,0,0,,20.205,920.351,920.351,923.476,Tubing Pressure,1097.8634893897
GOOSE,1436.0,,1.03803,0,0,,19.532,907.891,907.891,916.965,Tubing Pressure,1085.00434821444
GOOSE,1437.0,,0.84484,0,0,,19.658,937.525,937.525,939.633,Tubing Pressure,1114.9189623061
GOOSE,1438.0,,0.95732,0,0,,18.522,907.062,907.062,926.024,Tubing Pressure,1081.6960331697
GOOSE,1439.0,,1.11169,0,0,,18.858,889.105,889.105,890.003,Tubing Pressure,1065.17159408063
GOOSE,1440.0,,0.99031,0,0,,18.86,919.394,919.394,882.918,Tubing Pressure,1097.20938092521
GOOSE,1441.0,,0.37399,0,0,,18.858,1044.613,1044.613,908.138,Tubing Pressure,1235.19658501366
GOOSE,1442.0,,1.19884,0,0,,19.195,912.246,912.246,909.127,Tubing Pressure,1095.26990681729
GOOSE,1443.0,,1.07567,0,0,,19.195,915.299,915.299,916.227,Tubing Pressure,1094.88551035804
GOOSE,1444.0,,1.04734,0,0,,19.195,905.197,905.197,904.245,Tubing Pressure,1082.10526016216
GOOSE,1445.0,,0.96038,0,0,,19.195,900.819,900.819,917.087,Tubing Pressure,1074.39767635623
GOOSE,1446.0,,1.05524,0,0,,19.057,881.287,881.287,888.294,Tubing Pressure,1054.16854871023
GOOSE,1447.0,,0.99811,0,0,,19.532,879.603,879.603,886.244,Tubing Pressure,1050.43636761978
GOOSE,1448.0,,0.9889,0,0,,19.532,877.246,877.246,875.646,Tubing Pressure,1047.38250783351
GOOSE,1449.0,,0.83486,0,0,,19.532,944.99,944.99,895.277,Tubing Pressure,1123.55951332809
GOOSE,1450.0,,0.60419,0,0,,19.195,1021.714,1021.714,860.095,Tubing Pressure,1210.68667113987
GOOSE,1451.0,,0.81073,0,0,,19.003,886.338,886.338,888.683,Tubing Pressure,1053.31559860228
GOOSE,1452.0,,0.96065,0,0,,18.858,847.985,847.985,848.226,Tubing Pressure,1012.05195906498
GOOSE,1453.0,,0.86201,0,0,,19.195,843.907,843.907,844.601,Tubing Pressure,1004.41943721197
GOOSE,1454.0,,0.8101,0,0,,18.858,845.928,845.928,842.906,Tubing Pressure,1005.43396316747
GOOSE,1455.0,,0.78354,0,0,,18.185,844.918,844.918,844.15,Tubing Pressure,1003.56642740618
GOOSE,1456.0,,1.05938,0,0,,18.858,868.154,868.154,862.117,Tubing Pressure,1038.8466141237
GOOSE,1457.0,,1.4949,0,0,,19.195,860.745,860.745,858.921,Tubing Pressure,1046.78240009684
GOOSE,1458.0,,1.5031,0,0,,19.195,865.787,865.787,859.609,Tubing Pressure,1052.9681036465
GOOSE,1459.0,,1.46845,0,0,,19.195,845.531,845.531,859.723,Tubing Pressure,1028.04801385908
GOOSE,1460.0,,1.49501,0,0,,19.441,878.598,878.598,836.303,Tubing Pressure,1067.4303829139
GOOSE,1461.0,,1.38695,0,0,,19.388,859.735,859.735,861.01,Tubing Pressure,1041.00643757134
GOOSE,1462.0,,1.34681,0,0,,19.195,868.827,868.827,860.014,Tubing Pressure,1049.94570252441
GOOSE,1463.0,,1.29403,0,0,,19.195,867.142,867.142,862.659,Tubing Pressure,1045.92075038308
GOOSE,1464.0,,1.27483,0,0,,17.848,855.782,855.782,851.567,Tubing Pressure,1031.94214000578
GOOSE,1465.0,,1.2657,0,0,,18.728,869.169,869.169,861.722,Tubing Pressure,1047.20946115611
GOOSE,1466.0,,1.25864,0,0,,19.869,892.046,892.046,865.536,Tubing Pressure,1073.68707855322
GOOSE,1467.0,,1.259,0,0,,18.858,841.887,841.887,863.589,Tubing Pressure,1015.14593037904
GOOSE,1468.0,,1.13718,0,0,,18.231,818.651,818.651,852.959,Tubing Pressure,983.489463214665
GOOSE,1469.0,,1.022,0,0,,19.869,852.326,852.326,840.665,Tubing Pressure,1019.0472954417
GOOSE,1470.0,,0.85926,0,0,,18.532,943.692,943.692,883.296,Tubing Pressure,1122.59606977587
GOOSE,1471.0,,0.72259,0,0,,19.104,924.429,924.429,928.278,Tubing Pressure,1096.5891719763
GOOSE,1472.0,,0.78669,0,0,,18.858,932.137,932.137,925.576,Tubing Pressure,1107.16098381339
GOOSE,1473.0,,0.735,0,0,,19.195,940.915,940.915,934.923,Tubing Pressure,1116.49123706931
GOOSE,1474.0,,0.73035,0,0,,18.858,935.885,935.885,935.262,Tubing Pressure,1110.3996653663
GOOSE,1475.0,,0.7044,0,0,,20.879,912.269,912.269,934.301,Tubing Pressure,1081.72757480117
GOOSE,1476.0,,0.70277,0,0,,18.577,924.729,924.729,935.086,Tubing Pressure,1096.53537887337
GOOSE,1477.0,,0.69699,0,0,,18.827,950.659,950.659,933.206,Tubing Pressure,1127.33869895332
GOOSE,1478.0,,0.3925,0,0,,18.858,920.461,920.461,947.2,Tubing Pressure,1086.37311804998
GOOSE,1479.0,,0.71287,0,0,,18.715,934.408,934.408,931.618,Tubing Pressure,1108.27713277033
GOOSE,1480.0,,0.74766,0,0,,18.858,930.79,930.79,936.181,Tubing Pressure,1104.69797185414
GOOSE,1481.0,,0.66557,0,0,,18.858,906.544,906.544,915.231,Tubing Pressure,1074.11832513083
GOOSE,1482.0,,1.28555,0,0,,18.858,871.521,871.521,894.536,Tubing Pressure,1050.70396668436
GOOSE,1483.0,,1.30815,0,0,,19.191,886.321,886.321,885.11,Tubing Pressure,1068.83399244321
GOOSE,1484.0,,1.12413,0,0,,18.522,903.176,903.176,903.394,Tubing Pressure,1082.1279181045
GOOSE,1485.0,,1.02082,0,0,,17.511,937.145,937.145,918.737,Tubing Pressure,1119.07736119792
GOOSE,1486.0,,0.87234,0,0,,18.858,934.494,934.494,939.694,Tubing Pressure,1111.98575427481
GOOSE,1487.0,,0.94502,0,0,,18.185,917.993,917.993,924.48,Tubing Pressure,1094.29721160422
GOOSE,1488.0,,1.05408,0,0,,18.522,845.591,845.591,902.955,Tubing Pressure,1012.16470639023
GOOSE,1489.0,,0.95633,0,0,,19.195,782.618,782.618,914.563,Tubing Pressure,935.12392104437
GOOSE,1490.0,,0.34022,0,0,,19.195,1021.04,1021.04,974.614,Tubing Pressure,1206.50821723599
GOOSE,1491.0,,0.69448,0,0,,19.532,925.605,925.605,990.237,Tubing Pressure,1097.41053808351
GOOSE,1492.0,,1.50962,0,0,,18.858,864.987,864.987,881.893,Tubing Pressure,1052.33179736984
GOOSE,1493.0,,1.43453,0,0,,19.29,873.372,873.372,868.713,Tubing Pressure,1058.80443821953
GOOSE,1494.0,,1.36452,0,0,,18.986,868.885,868.885,865.877,Tubing Pressure,1050.72117348009
GOOSE,1495.0,,1.33409,0,0,,18.185,850.025,850.025,861.952,Tubing Pressure,1027.57590395526
GOOSE,1496.0,,1.28388,0,0,,19.154,922.425,922.425,861.292,Tubing Pressure,1110.17954614018
GOOSE,1497.0,,0.83487,0,0,,19.178,898.798,898.798,918.313,Tubing Pressure,1068.68855214551
GOOSE,1498.0,,1.14179,0,0,,18.977,865.46,865.46,882.91,Tubing Pressure,1038.41546680161
GOOSE,1499.0,,1.019,0,0,,19.532,876.909,876.909,871.948,Tubing Pressure,1047.89110305677
GOOSE,1500.0,,0.95917,0,0,,19.195,886.67,886.67,879.977,Tubing Pressure,1057.64120733536
GOOSE,1501.0,,0.88994,0,0,,19.195,877.645,877.645,884.257,Tubing Pressure,1045.0532133146
GOOSE,1502.0,,0.88486,0,0,,19.195,866.47,866.47,871.26,Tubing Pressure,1031.70133745098
GOOSE,1503.0,,0.74166,0,0,,18.522,870.511,870.511,870.56,Tubing Pressure,1032.89957296762
GOOSE,1504.0,,1.14977,0,0,,19.532,866.481,866.481,877.846,Tubing Pressure,1039.88706145552
GOOSE,1505.0,,1.23688,0,0,,19.869,872.532,872.532,866.468,Tubing Pressure,1050.06920310766
GOOSE,1506.0,,1.19795,0,0,,19.199,891.106,891.106,868.696,Tubing Pressure,1070.42689970621
GOOSE,1507.0,,1.18151,0,0,,18.858,881.396,881.396,860.696,Tubing Pressure,1058.4702273201
GOOSE,1508.0,,1.18695,0,0,,19.869,875.226,875.226,867.909,Tubing Pressure,1051.42974243632
GOOSE,1509.0,,1.17451,0,0,,18.858,864.786,864.786,863.194,Tubing Pressure,1038.76460033304
GOOSE,1510.0,,1.22452,0,0,,19.195,860.886,860.886,857.222,Tubing Pressure,1036.00541835468
GOOSE,1511.0,,0.58081,0,0,,19.532,911.678,911.678,859.279,Tubing Pressure,1078.65681359501
GOOSE,1512.0,,1.45152,0,0,,19.195,860.072,860.072,860.793,Tubing Pressure,1044.11627699874
GOOSE,1513.0,,1.28807,0,0,,18.836,870.848,870.848,869.453,Tubing Pressure,1050.01465978813
GOOSE,1514.0,,1.25628,0,0,,18.522,863.479,863.479,862.586,Tubing Pressure,1040.21413665058
GOOSE,1515.0,,1.13526,0,0,,18.858,904.673,904.673,870.652,Tubing Pressure,1084.25082278801
GOOSE,1516.0,,1.16762,0,0,,19.195,864.449,864.449,865.411,Tubing Pressure,1038.12757653292
GOOSE,1517.0,,1.0679,0,0,,19.195,856.03,856.03,867.184,Tubing Pressure,1024.87394258349
GOOSE,1518.0,,0.9931,0,0,,19.215,873.542,873.542,871.688,Tubing Pressure,1043.13993782509
GOOSE,1519.0,,0.97656,0,0,,19.195,867.143,867.143,873.955,Tubing Pressure,1035.10262125597
GOOSE,1520.0,,1.02026,0,0,,18.529,839.529,839.529,851.207,Tubing Pressure,1003.95158043223
GOOSE,1521.0,,1.00082,0,0,,18.522,836.499,836.499,835.453,Tubing Pressure,999.773688003991
GOOSE,1522.0,,0.92842,0,0,,18.858,840.54,840.54,842.156,Tubing Pressure,1002.32579206883
GOOSE,1523.0,,0.84166,0,0,,18.858,833.484,833.484,835.421,Tubing Pressure,991.557914899675
GOOSE,1524.0,,0.87489,0,0,,18.522,844.61,844.61,837.289,Tubing Pressure,1005.60297450838
GOOSE,1525.0,,0.81952,0,0,,19.133,831.111,831.111,855.021,Tubing Pressure,988.162975613852
GOOSE,1526.0,,0.79662,0,0,,19.195,864.255,864.255,856.502,Tubing Pressure,1026.79122361214
GOOSE,1527.0,,0.77646,0,0,,18.239,860.408,860.408,854.561,Tubing Pressure,1021.73898202519
GOOSE,1528.0,,0.6994,0,0,,18.262,966.068,966.068,892.484,Tubing Pressure,1145.77989147496
GOOSE,1529.0,,0.41729,0,0,,19.532,867.153,867.153,877.954,Tubing Pressure,1022.95186714951
GOOSE,1530.0,,0.95266,0,0,,19.028,864.449,864.449,883.104,Tubing Pressure,1031.22259685979
GOOSE,1531.0,,1.21036,0,0,,19.195,875.226,875.226,865.052,Tubing Pressure,1052.26025049213
GOOSE,1532.0,,1.1157,0,0,,18.858,906.462,906.462,885.768,Tubing Pressure,1085.7245292147
GOOSE,1533.0,,0.98694,0,0,,19.869,953.353,953.353,901.325,Tubing Pressure,1137.33592130703
GOOSE,1534.0,,0.64996,0,0,,20.058,962.915,962.915,942.229,Tubing Pressure,1141.08190570426
GOOSE,1535.0,,0.41083,0,0,,19.532,995.784,995.784,971.506,Tubing Pressure,1176.90251470918
GOOSE,1536.0,,0.31444,0,0,,18.858,1006.677,1006.677,1003.913,Tubing Pressure,1188.99885907984
GOOSE,1537.0,,0.58946,0,0,,19.187,966.149,966.149,990.174,Tubing Pressure,1143.89461352431
GOOSE,1538.0,,0.85274,0,0,,19.212,977.045,977.045,961.968,Tubing Pressure,1162.13188770567
GOOSE,1539.0,,0.52439,0,0,,19.532,948.916,948.916,987.633,Tubing Pressure,1122.23865570975
GOOSE,1540.0,,0.73349,0,0,,18.858,978.613,978.613,963.643,Tubing Pressure,1161.43322070895
GOOSE,1541.0,,0.75821,0,0,,18.858,974.568,974.568,960.497,Tubing Pressure,1157.10843364195
GOOSE,1542.0,,0.9505,0,0,,18.907,930.18,930.18,935.112,Tubing Pressure,1108.88306261613
GOOSE,1543.0,,1.10757,0,0,,18.185,903.85,903.85,906.175,Tubing Pressure,1082.38926387129
GOOSE,1544.0,,0.96542,0,0,,19.195,912.269,912.269,916.899,Tubing Pressure,1088.08183216549
GOOSE,1545.0,,1.02655,0,0,,19.015,951.443,951.443,914.257,Tubing Pressure,1136.16663939348
